City,City_Zone,Locality,Latitude_Longitude,Exact_Address,Property_Type,BHK,Carpet_Area_sqft,Built_up_Area_sqft,Plot_Area_sqft,Property_Age_Years,Floor_Total_Floors,Parking,Lift,Facing,Actual_Transaction_Price_INR,Rental_Price_INR,Builder,RERA_ID,Registration_Date,Metro_Highway_Distance_km,Nearby_Schools_Hospitals
Pune,East,Hinjewadi,18.8920_77.3425,"Synthetic Address, Hinjewadi, Pune",Apartment,1,408,530.4,0,2,7/34,0 Covered,2,North-East,2475190.0630441904,7255.303415056506,Builder 11,P3626902425,2025-01-05,1.3,5 Schools / 4 Hospitals
Nagpur,South,Dharampeth,21.7719_73.4823,"Synthetic Address, Dharampeth, Nagpur",Apartment,3,1527,1985.1000000000001,0,20,26/31,1 Open,4,North-East,7691322.207041053,25464.743781868983,Builder 22,P6516468345,2025-05-27,6.9,5 Schools / 4 Hospitals
Mumbai,East,Bandra,21.5042_72.5857,"Synthetic Address, Bandra, Mumbai",Apartment,3,1281,1665.3,0,7,2/4,3 Open,4,North-East,125997385.72826159,343860.69176578196,Builder 12,P4600707833,2025-11-30,1.5,2 Schools / 3 Hospitals
Mumbai,West,Andheri,21.3626_75.9822,"Synthetic Address, Andheri, Mumbai",Apartment,2,956,1242.8,0,2,8/17,1 Covered,1,North-East,72330347.41951863,196764.33554703437,Builder 3,P8712402656,2026-05-26,8.2,3 Schools / 4 Hospitals
Mumbai,West,Mira Road,21.7356_77.8977,"Synthetic Address, Mira Road, Mumbai",Apartment,3,1281,1665.3,0,20,9/14,0 Covered,2,South,90993326.73465817,184101.22600954233,Builder 7,P4127390846,2024-08-28,1.8,4 Schools / 1 Hospitals
Nagpur,West,Zingabai Takli,21.0622_72.2708,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,1,486,631.8000000000001,0,10,3/12,0 Covered,1,East,4452979.8187776245,8084.553388187992,Builder 42,NA,2025-03-19,7.4,3 Schools / 1 Hospitals
Nagpur,South,Wathoda,20.7565_73.7078,"Synthetic Address, Wathoda, Nagpur",Apartment,2,858,1115.4,0,18,8/17,1 Covered,1,North,6397034.688739774,18614.913020156906,Builder 23,P6061111972,2024-04-09,5.5,4 Schools / 5 Hospitals
Nagpur,North,Katol Road,19.8542_79.4818,"Synthetic Address, Katol Road, Nagpur",Apartment,3,1392,1809.6000000000001,0,7,19/22,0 Covered,1,South,22843682.253705285,71578.1063809813,Builder 20,P5575244071,2025-11-11,8.8,2 Schools / 2 Hospitals
Nashik,South,Pathardi Phata,19.5863_77.8726,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,972,1263.6000000000001,0,9,4/7,0 Covered,3,South,6693629.966070873,18084.206222767785,Builder 31,NA,2024-05-14,4.4,4 Schools / 4 Hospitals
Nashik,East,Mahatma Nagar,19.3506_73.6190,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,1,546,709.8000000000001,0,20,13/20,2 Open,2,West,6732354.306518325,14491.904310753913,Builder 28,P4688148908,2024-06-01,5.7,4 Schools / 4 Hospitals
Pune,South,Kharadi,20.9318_72.8866,"Synthetic Address, Kharadi, Pune",Apartment,4,2288,2974.4,0,8,14/18,3 Open,2,West,31076512.898423877,102316.7707687432,Builder 19,NA,2024-12-10,7.5,2 Schools / 2 Hospitals
Nashik,East,Mahatma Nagar,19.8421_78.8685,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,1,423,549.9,0,18,5/5,1 Open,4,South,3644927.586872439,8180.243011591417,Builder 23,P9091145952,2025-03-05,1.1,3 Schools / 1 Hospitals
Nagpur,North,Besa,18.8854_74.2477,"Synthetic Address, Besa, Nagpur",Apartment,2,1042,1354.6000000000001,0,3,12/34,2 Covered,3,North-West,19116970.41510721,39738.07650239643,Builder 8,NA,2025-01-31,8.1,4 Schools / 1 Hospitals
Nagpur,North,Wathoda,21.0632_77.9148,"Synthetic Address, Wathoda, Nagpur",Apartment,4,2340,3042.0,0,1,16/17,2 Open,2,North-West,41889429.93193862,96957.8255367097,Builder 37,NA,2025-01-22,2.7,4 Schools / 1 Hospitals
Mumbai,North,Powai,20.9372_78.3391,"Synthetic Address, Powai, Mumbai",Apartment,3,1575,2047.5,0,18,4/5,2 Covered,1,North-West,26123925.08639535,55801.200509375434,Builder 42,P3560780651,2024-05-04,3.3,2 Schools / 5 Hospitals
Nagpur,West,Mihan,20.5038_74.2864,"Synthetic Address, Mihan, Nagpur",Apartment,1,443,575.9,0,13,2/3,3 Covered,4,North-East,4279774.284078669,12908.976641670042,Builder 1,P5779570382,2026-06-07,9.2,5 Schools / 4 Hospitals
Mumbai,South,Mira Road,19.7192_74.9194,"Synthetic Address, Mira Road, Mumbai",Apartment,1,536,696.8000000000001,0,3,9/26,0 Open,1,East,15242279.920022927,44254.735891907396,Builder 39,P3360698068,2024-07-23,3.3,4 Schools / 3 Hospitals
Pune,South,NIBM Road,20.2058_77.3475,"Synthetic Address, NIBM Road, Pune",Apartment,3,1236,1606.8,0,16,2/19,1 Open,2,North-West,8117282.6488977885,25808.738929963947,Builder 14,P4697765518,2024-01-03,3.7,3 Schools / 5 Hospitals
Nagpur,South,Wathoda,18.2578_77.1094,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1398,1817.4,0,1,15/29,0 Covered,3,South,12213601.457318721,26080.72190045771,Builder 29,NA,2024-06-09,0.6,5 Schools / 2 Hospitals
Nagpur,West,Zingabai Takli,20.8352_79.5086,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,3,1401,1821.3,0,11,11/11,2 Covered,2,South,18151467.997257143,59805.39192991012,Builder 49,P2037310496,2025-02-12,5.6,2 Schools / 4 Hospitals
Nashik,North,Mahatma Nagar,18.9011_73.6932,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,4,1672,2173.6,0,1,3/11,3 Covered,4,West,6439329.045461789,18274.588528697528,Builder 4,P2171187418,2025-04-01,7.0,2 Schools / 2 Hospitals
Pune,West,Hadapsar,21.1919_75.1019,"Synthetic Address, Hadapsar, Pune",Apartment,2,1038,1349.4,0,4,3/3,1 Open,2,East,14138972.860497713,40878.81672314455,Builder 12,P9878731720,2025-10-09,3.3,1 Schools / 2 Hospitals
Mumbai,North,Worli,19.0669_77.8783,"Synthetic Address, Worli, Mumbai",Apartment,1,587,763.1,0,1,17/38,0 Open,1,West,20457077.788984653,64625.593528758596,Builder 34,P5856098008,2025-06-26,7.9,5 Schools / 3 Hospitals
Pune,North,Wagholi,20.8588_74.7776,"Synthetic Address, Wagholi, Pune",Apartment,2,1002,1302.6000000000001,0,6,8/28,0 Covered,2,South,7509229.522667373,16447.621986774422,Builder 35,P8839127749,2025-09-06,2.0,3 Schools / 3 Hospitals
Mumbai,South,Andheri,18.2722_78.5227,"Synthetic Address, Andheri, Mumbai",Apartment,1,577,750.1,0,10,3/4,2 Open,1,North-West,49030624.05535609,156593.64790155657,Builder 31,NA,2025-02-24,1.7,5 Schools / 2 Hospitals
Mumbai,West,Powai,19.2775_74.5713,"Synthetic Address, Powai, Mumbai",Apartment,2,1084,1409.2,0,5,17/20,0 Covered,4,East,49701621.40675629,158715.66343546557,Builder 14,P3869723242,2026-04-26,3.4,1 Schools / 3 Hospitals
Pune,East,Baner,19.7703_72.1240,"Synthetic Address, Baner, Pune",Apartment,4,1912,2485.6,0,19,5/8,3 Open,1,West,29258214.317264326,90541.71478454937,Builder 40,P4454432434,2026-05-15,2.8,4 Schools / 5 Hospitals
Nashik,West,Mahatma Nagar,20.5525_78.4659,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,3,1794,2332.2000000000003,0,4,6/26,2 Covered,4,East,15894281.414018696,28897.788281103323,Builder 48,P2610278496,2024-11-18,4.8,1 Schools / 5 Hospitals
Mumbai,East,Bandra,21.2488_78.3945,"Synthetic Address, Bandra, Mumbai",Apartment,3,1251,1626.3,0,5,2/15,2 Open,1,North-West,70945028.81858341,215184.98281901353,Builder 26,P9198592456,2026-06-05,4.5,3 Schools / 5 Hospitals
Mumbai,West,Mira Road,19.2620_77.6442,"Synthetic Address, Mira Road, Mumbai",Apartment,2,1112,1445.6000000000001,0,13,6/11,0 Open,2,North,13206688.65456952,33076.125174770474,Builder 12,P9458501215,2026-03-26,1.8,1 Schools / 3 Hospitals
Nagpur,West,Manish Nagar,18.5732_76.1351,"Synthetic Address, Manish Nagar, Nagpur",Plot,0,0,0,1078,18,0/1,3 Open,0,West,15911671.170349637,0,Builder 15,P1137131044,2025-09-10,8.7,5 Schools / 1 Hospitals
Mumbai,West,Worli,20.6050_79.7436,"Synthetic Address, Worli, Mumbai",Apartment,2,1154,1500.2,0,1,7/20,1 Covered,1,South,116964320.23429692,243740.43131502427,Builder 48,NA,2026-01-23,1.3,2 Schools / 4 Hospitals
Pune,South,Hadapsar,21.0472_74.4647,"Synthetic Address, Hadapsar, Pune",Apartment,4,2184,2839.2000000000003,0,18,18/34,3 Open,3,East,20823304.64316951,47302.54601712382,Builder 46,P7777040676,2025-05-05,1.4,1 Schools / 1 Hospitals
Pune,East,Hinjewadi,21.2147_76.8752,"Synthetic Address, Hinjewadi, Pune",Plot,0,0,0,4097,0,0/2,0 Open,0,North,37093940.435332015,0,Builder 11,P1390918431,2024-02-28,4.2,1 Schools / 3 Hospitals
Nagpur,East,Manish Nagar,20.4307_76.4796,"Synthetic Address, Manish Nagar, Nagpur",Apartment,1,426,553.8000000000001,0,6,14/37,2 Covered,4,North-East,2996990.958664473,7812.651217692776,Builder 5,NA,2026-05-28,5.4,4 Schools / 1 Hospitals
Mumbai,West,Andheri,18.2037_75.4382,"Synthetic Address, Andheri, Mumbai",Apartment,2,1034,1344.2,0,1,10/27,0 Covered,2,North,30756470.29049515,99409.34264774002,Builder 35,NA,2024-04-21,5.7,5 Schools / 4 Hospitals
Pune,South,Baner,20.2934_72.1433,"Synthetic Address, Baner, Pune",Apartment,2,900,1170.0,0,6,9/27,2 Open,3,North-East,5442123.927460165,10202.717954812484,Builder 50,P8372696559,2026-01-05,8.3,1 Schools / 4 Hospitals
Nashik,West,Panchvati,19.2841_76.7942,"Synthetic Address, Panchvati, Nashik",Apartment,4,1996,2594.8,0,17,3/7,2 Open,2,North-East,20510119.644204237,46965.57846461906,Builder 23,P5801032031,2024-01-24,4.3,3 Schools / 1 Hospitals
Nagpur,South,Mihan,20.1916_74.6482,"Synthetic Address, Mihan, Nagpur",Apartment,2,828,1076.4,0,20,7/15,0 Open,1,East,14412307.317488754,45742.6656664877,Builder 21,P8714732127,2025-10-09,1.5,4 Schools / 3 Hospitals
Nashik,South,Mahatma Nagar,19.9859_76.6243,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1104,1435.2,0,4,21/33,3 Covered,4,South,3751554.777787472,6475.531544741403,Builder 48,P6810837088,2024-03-05,8.0,5 Schools / 4 Hospitals
Pune,East,NIBM Road,18.8587_76.8984,"Synthetic Address, NIBM Road, Pune",Apartment,1,468,608.4,0,14,29/29,2 Covered,4,North-West,6663477.04441892,17168.37399428959,Builder 37,NA,2024-06-15,8.5,4 Schools / 1 Hospitals
Mumbai,North,Worli,21.0279_77.1981,"Synthetic Address, Worli, Mumbai",Apartment,2,1196,1554.8,0,3,15/23,0 Covered,4,East,64570978.54398343,198385.13649775798,Builder 48,P3650084271,2025-03-13,0.7,3 Schools / 1 Hospitals
Pune,West,Kharadi,18.9040_74.0809,"Synthetic Address, Kharadi, Pune",Apartment,3,1257,1634.1000000000001,0,1,11/20,2 Open,3,South,12061569.38106266,27013.851927147727,Builder 36,NA,2024-08-21,2.9,1 Schools / 4 Hospitals
Nagpur,West,Mihan,18.3916_73.8254,"Synthetic Address, Mihan, Nagpur",Apartment,3,1530,1989.0,0,18,1/8,3 Covered,1,South,17994064.931579355,53152.23631840525,Builder 1,P2522376038,2025-02-22,8.3,1 Schools / 2 Hospitals
Mumbai,South,Powai,20.9486_77.8916,"Synthetic Address, Powai, Mumbai",Apartment,3,1386,1801.8,0,9,7/11,2 Covered,4,North-East,109288100.98312224,323687.6209411029,Builder 47,P1709866346,2026-05-23,4.4,2 Schools / 4 Hospitals
Nagpur,East,Besa,18.8589_75.1921,"Synthetic Address, Besa, Nagpur",Apartment,1,504,655.2,0,4,5/13,3 Covered,1,North-East,3525442.7852531807,10063.27054806365,Builder 11,P4728894127,2026-02-15,2.5,3 Schools / 1 Hospitals
Nashik,South,Panchvati,19.1857_79.4494,"Synthetic Address, Panchvati, Nashik",Apartment,1,597,776.1,0,17,7/13,3 Open,4,North-East,2515444.0346704414,6442.06936737903,Builder 4,P8465073408,2026-03-01,6.2,2 Schools / 2 Hospitals
Nashik,North,Panchvati,20.9696_77.9480,"Synthetic Address, Panchvati, Nashik",Apartment,3,1680,2184.0,0,3,7/12,1 Open,2,North,15590890.969603566,47076.578505148675,Builder 2,P6227182457,2024-04-05,8.0,5 Schools / 3 Hospitals
Nashik,North,Pathardi Phata,18.6522_74.7652,"Synthetic Address, Pathardi Phata, Nashik",Apartment,1,584,759.2,0,4,7/15,1 Covered,2,North-West,5384643.765825705,16264.279324345162,Builder 13,NA,2024-10-13,1.2,2 Schools / 5 Hospitals
Mumbai,North,Borivali,20.4416_77.7932,"Synthetic Address, Borivali, Mumbai",Apartment,4,1712,2225.6,0,16,9/33,0 Covered,4,South,94993847.83559217,159226.40804666275,Builder 29,P2730954729,2025-05-22,9.2,3 Schools / 3 Hospitals
Nagpur,South,Zingabai Takli,18.6952_72.5507,"Synthetic Address, Zingabai Takli, Nagpur",Villa/Row House,2,1078,1401.4,2497.841792470756,14,0/1,1 Covered,0,North-East,18019191.514202382,50727.072395870746,Builder 34,NA,2025-06-01,4.3,4 Schools / 2 Hospitals
Nashik,North,Pathardi Phata,19.7558_76.4180,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1473,1914.9,0,16,12/18,0 Covered,2,North-West,10690169.370083958,33404.07971499551,Builder 6,P4159656713,2026-05-14,6.9,2 Schools / 3 Hospitals
Nagpur,Central,Wardha Road,21.0623_76.5958,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,1114,1448.2,0,10,34/38,1 Open,4,North-West,20373192.478997275,50669.80443960489,Builder 46,NA,2024-04-22,9.4,4 Schools / 4 Hospitals
Pune,South,Pimpri,21.6119_79.0038,"Synthetic Address, Pimpri, Pune",Apartment,2,996,1294.8,0,5,19/20,0 Open,1,West,7597677.294192141,24864.142747532267,Builder 31,P1573192702,2026-04-29,8.1,2 Schools / 5 Hospitals
Pune,South,Hadapsar,19.6034_75.6599,"Synthetic Address, Hadapsar, Pune",Plot,0,0,0,3246,0,0/1,3 Open,0,North-East,31010489.16760018,0,Builder 39,P3573201725,2024-02-05,6.7,5 Schools / 3 Hospitals
Nagpur,North,Wardha Road,21.5230_72.5717,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,808,1050.4,0,15,1/6,0 Open,1,North-West,7547446.413439643,18996.2122960611,Builder 15,NA,2024-03-01,5.8,4 Schools / 4 Hospitals
Nagpur,North,Wathoda,20.5701_73.6006,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1275,1657.5,0,18,35/40,2 Covered,3,North-West,13039047.21511719,41104.19329770516,Builder 10,P2303367334,2024-01-16,4.3,3 Schools / 1 Hospitals
Nagpur,North,Zingabai Takli,20.0019_76.5317,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,3,1359,1766.7,0,1,8/14,0 Open,3,North-West,13568278.591245396,37202.2036175528,Builder 27,NA,2024-11-28,2.7,5 Schools / 5 Hospitals
Nagpur,Central,Manish Nagar,18.2182_74.5687,"Synthetic Address, Manish Nagar, Nagpur",Apartment,4,1756,2282.8,0,17,3/3,1 Open,1,North-West,4574581.735433444,9548.116869509575,Builder 44,P6918465664,2024-03-27,8.4,3 Schools / 2 Hospitals
Pune,East,Wagholi,21.1971_75.1309,"Synthetic Address, Wagholi, Pune",Apartment,4,2348,3052.4,0,12,4/7,1 Open,4,South,28576526.570149306,74947.99117146542,Builder 31,NA,2026-05-13,3.1,2 Schools / 1 Hospitals
Pune,South,Hinjewadi,20.2957_74.4423,"Synthetic Address, Hinjewadi, Pune",Apartment,1,507,659.1,0,13,26/32,1 Covered,4,East,3391789.7703476343,6333.316473003033,Builder 19,P7970069161,2024-08-21,6.1,4 Schools / 1 Hospitals
Pune,East,Hinjewadi,18.3697_72.7520,"Synthetic Address, Hinjewadi, Pune",Apartment,2,978,1271.4,0,12,7/28,2 Open,2,North-East,14299746.699255906,32745.78617262249,Builder 2,P7332356316,2025-12-21,7.2,3 Schools / 3 Hospitals
Nashik,North,Gangapur Road,21.2287_78.2658,"Synthetic Address, Gangapur Road, Nashik",Plot,0,0,0,3084,16,0/3,0 Covered,0,North,12788953.632185267,0,Builder 32,P1193108204,2025-02-27,1.6,2 Schools / 5 Hospitals
Nagpur,West,Mihan,19.4048_76.6649,"Synthetic Address, Mihan, Nagpur",Apartment,3,1761,2289.3,0,2,1/8,3 Open,2,North-West,18334046.07949697,46583.74473115228,Builder 24,P7361674063,2024-07-25,2.2,2 Schools / 2 Hospitals
Mumbai,East,Bandra,21.3803_77.0915,"Synthetic Address, Bandra, Mumbai",Apartment,3,1776,2308.8,0,15,1/6,3 Covered,2,North-East,158787132.5732452,526893.364904435,Builder 45,NA,2024-05-08,3.5,2 Schools / 1 Hospitals
Nagpur,Central,Katol Road,21.9540_72.2847,"Synthetic Address, Katol Road, Nagpur",Apartment,1,439,570.7,0,19,1/4,2 Open,1,East,6044252.549631701,16227.262872941632,Builder 7,P6956687870,2025-11-14,7.0,3 Schools / 2 Hospitals
Nashik,East,Pathardi Phata,18.1833_76.7204,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1644,2137.2000000000003,0,14,1/11,1 Covered,1,South,22222707.493284326,40396.63941096659,Builder 32,P6228389128,2025-06-16,1.8,5 Schools / 4 Hospitals
Pune,West,Balewadi,20.3851_77.1470,"Synthetic Address, Balewadi, Pune",Apartment,2,864,1123.2,0,18,21/37,3 Covered,2,East,11293715.599912016,36208.63220080318,Builder 8,NA,2025-02-12,6.2,1 Schools / 2 Hospitals
Pune,North,Balewadi,19.9303_73.6029,"Synthetic Address, Balewadi, Pune",Apartment,3,1776,2308.8,0,14,1/14,0 Covered,1,North,10509632.298011422,29802.2959176263,Builder 50,P9827740547,2025-08-02,5.0,3 Schools / 3 Hospitals
Pune,South,Kharadi,18.2613_79.6990,"Synthetic Address, Kharadi, Pune",Apartment,3,1209,1571.7,0,12,3/25,0 Covered,1,East,11847221.424940705,23731.255172006266,Builder 6,NA,2024-12-07,5.5,5 Schools / 4 Hospitals
Nashik,South,Indira Nagar,20.5633_72.2050,"Synthetic Address, Indira Nagar, Nashik",Plot,0,0,0,3206,2,0/2,1 Covered,0,North-East,18557163.36344285,0,Builder 29,P2604375483,2025-07-14,1.1,4 Schools / 4 Hospitals
Nagpur,North,Zingabai Takli,19.4428_76.8659,"Synthetic Address, Zingabai Takli, Nagpur",Plot,0,0,0,1695,10,0/3,1 Open,0,East,22463910.946679607,0,Builder 34,P4807652118,2025-02-01,9.5,3 Schools / 1 Hospitals
Mumbai,South,Powai,18.7410_78.7366,"Synthetic Address, Powai, Mumbai",Apartment,2,870,1131.0,0,3,2/16,1 Open,3,East,51352725.13437633,154403.58118241545,Builder 2,P7541229329,2024-08-30,7.3,1 Schools / 3 Hospitals
Pune,North,Pimpri,21.0056_72.0439,"Synthetic Address, Pimpri, Pune",Apartment,2,968,1258.4,0,18,23/36,1 Open,2,North-East,5916870.760233779,15713.11404954407,Builder 40,P1609428333,2025-03-04,3.3,4 Schools / 5 Hospitals
Mumbai,North,Worli,21.3316_76.1288,"Synthetic Address, Worli, Mumbai",Apartment,2,988,1284.4,0,19,10/25,2 Covered,4,West,19760539.721411094,40948.45824976666,Builder 22,P9933914995,2025-04-19,1.5,1 Schools / 3 Hospitals
Nagpur,East,Zingabai Takli,19.7944_73.1301,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,2,934,1214.2,0,12,12/39,0 Open,2,East,15467373.960965259,33337.785608031576,Builder 17,P6222217991,2024-11-20,7.5,3 Schools / 1 Hospitals
Pune,North,Hinjewadi,21.6770_79.8776,"Synthetic Address, Hinjewadi, Pune",Apartment,3,1554,2020.2,0,9,25/32,2 Open,3,West,17199144.152229026,35278.303713203306,Builder 21,NA,2024-12-07,9.7,5 Schools / 1 Hospitals
Nashik,North,Mahatma Nagar,21.2469_75.7648,"Synthetic Address, Mahatma Nagar, Nashik",Villa/Row House,2,1066,1385.8,2667.8441511832852,7,0/1,2 Covered,0,North-West,14159592.651792733,25100.14414092018,Builder 21,P7924563757,2025-08-03,6.2,4 Schools / 3 Hospitals
Nagpur,North,Mihan,18.3501_79.4398,"Synthetic Address, Mihan, Nagpur",Apartment,2,822,1068.6000000000001,0,11,27/28,3 Covered,2,North-East,9892239.246184165,18213.593072231037,Builder 36,NA,2024-11-13,3.3,2 Schools / 3 Hospitals
Nagpur,North,Manish Nagar,20.8806_73.5511,"Synthetic Address, Manish Nagar, Nagpur",Apartment,1,526,683.8000000000001,0,12,24/30,1 Covered,2,West,7284732.432533782,19856.722654156685,Builder 30,P7801629447,2025-10-12,5.3,5 Schools / 4 Hospitals
Nashik,West,Gangapur Road,19.1208_79.1686,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,599,778.7,0,9,18/20,2 Covered,4,North-West,4216339.975152564,13220.95319848793,Builder 33,P4857618985,2025-10-14,5.2,2 Schools / 5 Hospitals
Nagpur,North,Zingabai Takli,19.2982_76.0399,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,2,852,1107.6000000000001,0,4,3/15,0 Open,2,North-East,14471571.628313152,36620.89395853554,Builder 19,P4523777369,2025-04-24,0.6,4 Schools / 4 Hospitals
Nagpur,Central,Wathoda,19.1455_73.4205,"Synthetic Address, Wathoda, Nagpur",Villa/Row House,1,517,672.1,929.1239409964523,20,0/1,3 Covered,0,North-West,9097492.069090266,23697.34510455302,Builder 21,P4461917068,2026-04-23,2.6,1 Schools / 1 Hospitals
Nagpur,South,Dharampeth,19.8126_73.7680,"Synthetic Address, Dharampeth, Nagpur",Apartment,3,1557,2024.1000000000001,0,14,3/4,3 Open,1,North,7413049.680950988,21194.271655633987,Builder 11,P9811395428,2025-12-24,5.3,4 Schools / 3 Hospitals
Nashik,West,Jail Road,19.9942_74.0573,"Synthetic Address, Jail Road, Nashik",Apartment,3,1566,2035.8000000000002,0,4,7/8,1 Open,2,North,19382335.2649691,36978.403036607466,Builder 48,P1415758667,2024-10-12,5.7,1 Schools / 3 Hospitals
Pune,East,Hinjewadi,21.6376_77.4118,"Synthetic Address, Hinjewadi, Pune",Apartment,2,894,1162.2,0,4,15/27,0 Covered,3,East,6867551.470052112,13215.543409766258,Builder 1,P8723125566,2024-12-01,8.5,5 Schools / 5 Hospitals
Nagpur,West,Besa,20.1230_76.0491,"Synthetic Address, Besa, Nagpur",Apartment,3,1617,2102.1,0,18,2/3,3 Open,3,North,21400662.583569877,67610.40664910228,Builder 7,P8384420105,2025-03-15,3.6,1 Schools / 2 Hospitals
Nashik,East,Gangapur Road,20.2478_72.8164,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,558,725.4,0,3,7/9,0 Open,3,West,2870024.922565924,7708.89882363034,Builder 3,P4342946884,2025-09-02,4.7,4 Schools / 4 Hospitals
Pune,South,Wagholi,21.6343_75.0039,"Synthetic Address, Wagholi, Pune",Apartment,2,830,1079.0,0,15,4/13,0 Open,4,North-West,8416702.043213638,20342.56454236095,Builder 32,P3031488048,2025-03-12,1.7,5 Schools / 3 Hospitals
Mumbai,East,Andheri,18.0380_78.2452,"Synthetic Address, Andheri, Mumbai",Apartment,3,1512,1965.6000000000001,0,4,6/33,1 Open,4,South,21663034.686736766,68438.14968598553,Builder 42,P9720422386,2026-02-19,6.4,1 Schools / 2 Hospitals
Nashik,South,Indira Nagar,19.3405_74.5978,"Synthetic Address, Indira Nagar, Nashik",Apartment,1,417,542.1,0,7,7/21,0 Covered,1,North-West,2351508.1478479295,6879.010351840426,Builder 24,P2151565397,2025-12-16,0.9,4 Schools / 2 Hospitals
Nagpur,Central,Mihan,19.7359_78.9704,"Synthetic Address, Mihan, Nagpur",Apartment,2,1026,1333.8,0,9,7/9,0 Covered,4,South,16182478.20715757,53813.78974623679,Builder 43,P6378423773,2025-06-18,3.8,5 Schools / 1 Hospitals
Nagpur,South,Katol Road,19.2242_77.8430,"Synthetic Address, Katol Road, Nagpur",Apartment,3,1443,1875.9,0,5,17/24,1 Open,2,North-West,26106850.08510932,46634.99441128599,Builder 33,P2702933702,2024-03-12,1.1,4 Schools / 1 Hospitals
Nagpur,Central,Dabha,19.8913_72.7169,"Synthetic Address, Dabha, Nagpur",Apartment,3,1395,1813.5,0,17,17/18,1 Open,1,South,12843594.026663775,32669.082797888797,Builder 46,NA,2026-03-30,4.0,2 Schools / 3 Hospitals
Nagpur,Central,Manish Nagar,18.9645_72.1600,"Synthetic Address, Manish Nagar, Nagpur",Apartment,4,2100,2730.0,0,20,26/35,1 Open,4,West,34170822.73284314,82301.41739155346,Builder 50,P8695996217,2025-03-22,5.3,1 Schools / 3 Hospitals
Mumbai,East,Powai,19.6391_75.9821,"Synthetic Address, Powai, Mumbai",Apartment,2,1030,1339.0,0,7,36/37,0 Covered,3,North,42552450.01748746,79953.93457948882,Builder 6,P9354992657,2024-11-11,1.5,3 Schools / 1 Hospitals
Nagpur,West,Dabha,20.0082_75.1780,"Synthetic Address, Dabha, Nagpur",Apartment,2,1002,1302.6000000000001,0,10,4/9,0 Covered,1,North,13271602.032859651,43395.34821506953,Builder 10,P3923564043,2025-02-06,1.3,1 Schools / 5 Hospitals
Nashik,North,Pathardi Phata,20.2729_72.5014,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,822,1068.6000000000001,0,15,6/13,3 Open,3,North,10625382.103746757,28636.604900599294,Builder 43,P7952560385,2025-08-31,8.5,4 Schools / 2 Hospitals
Nashik,South,Jail Road,18.9274_74.9778,"Synthetic Address, Jail Road, Nashik",Apartment,3,1584,2059.2000000000003,0,10,26/35,2 Covered,3,North-West,13880569.930387119,40590.148918355146,Builder 22,NA,2025-07-20,6.9,2 Schools / 1 Hospitals
Nashik,North,Panchvati,21.2430_79.0640,"Synthetic Address, Panchvati, Nashik",Apartment,3,1365,1774.5,0,15,8/8,2 Covered,3,North-West,7356292.50135205,13123.381326528908,Builder 1,P8547534762,2024-05-20,8.9,3 Schools / 2 Hospitals
Pune,North,Balewadi,20.9228_77.1007,"Synthetic Address, Balewadi, Pune",Apartment,2,822,1068.6000000000001,0,9,1/4,0 Open,4,North,7767598.06689663,20932.822280004915,Builder 17,NA,2024-12-17,9.7,4 Schools / 5 Hospitals
Nagpur,West,Manish Nagar,18.1992_75.9208,"Synthetic Address, Manish Nagar, Nagpur",Apartment,4,1628,2116.4,0,15,6/27,0 Open,4,West,17465734.689905994,31868.531042314688,Builder 6,P7904520700,2024-05-19,4.8,4 Schools / 3 Hospitals
Pune,North,Balewadi,20.1609_78.2074,"Synthetic Address, Balewadi, Pune",Apartment,2,890,1157.0,0,16,2/35,0 Open,1,North-East,8279596.632690825,24677.496485601878,Builder 50,NA,2025-07-12,4.5,2 Schools / 4 Hospitals
Pune,East,Kharadi,21.7353_73.7216,"Synthetic Address, Kharadi, Pune",Plot,0,0,0,1757,17,0/1,0 Covered,0,North,15152627.31762537,0,Builder 47,P2109289824,2024-04-05,8.0,2 Schools / 5 Hospitals
Nashik,West,Panchvati,21.1117_73.6328,"Synthetic Address, Panchvati, Nashik",Apartment,3,1206,1567.8,0,18,9/23,0 Open,2,West,9383273.842283404,20718.32335080161,Builder 43,P1902605641,2025-01-25,7.7,1 Schools / 3 Hospitals
